consult,llm,asr,env,snr,n_om,n_com,N1,N2,N3,N4,S,tot
day1_consultation01,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,8,2,1,0,1,1,1,6,3
day2_consultation10,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,8,5,0,0,0,3,2,8,5
day1_consultation02,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,8,2,1,0,0,2,1,5,3
day1_consultation01,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,8,2,1,0,1,0,2,5,3
day1_consultation15,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,8,7,3,0,1,4,5,16,10
day1_consultation07,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,8,5,0,0,1,3,1,10,5
day1_consultation05,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,8,3,1,0,1,2,1,8,4
day1_consultation02,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,8,5,0,0,0,4,1,9,5
day2_consultation10,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,8,7,0,0,2,2,3,13,7
day3_consultation04,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,8,3,1,0,0,2,2,6,4
day2_consultation07,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,8,7,0,0,0,5,2,12,7
day3_consultation04,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,8,6,0,0,0,3,3,9,6
day3_consultation06,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,8,1,0,0,0,0,1,1,1
day1_consultation15,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,8,6,1,0,0,3,4,10,7
day1_consultation07,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,8,6,1,0,1,3,3,12,7
day3_consultation01,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,8,4,0,0,1,2,1,8,4
day3_consultation04,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,8,8,1,0,1,3,5,14,9
day3_consultation06,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,8,3,3,0,1,2,3,10,6
day2_consultation06,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,8,4,0,0,0,4,0,8,4
day1_consultation05,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,8,2,1,0,2,0,1,7,3
day3_consultation06,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,8,4,2,0,1,3,2,11,6
day1_consultation15,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,8,8,0,0,2,4,2,16,8
day2_consultation06,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,8,5,0,1,0,3,1,11,5
day1_consultation01,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,8,3,0,0,1,0,2,5,3
day1_consultation01,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,8,6,0,0,1,2,3,10,6
day1_consultation05,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,8,7,0,0,2,2,3,13,7
day3_consultation04,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,8,6,0,0,0,2,4,8,6
day3_consultation06,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,8,3,1,0,1,2,1,8,4
day3_consultation01,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,8,5,0,0,1,2,2,9,5
day1_consultation07,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,8,3,6,0,3,5,1,20,9
day3_consultation01,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,8,4,2,0,4,1,1,15,6
day2_consultation06,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,8,4,1,0,0,4,1,9,5
day2_consultation07,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,8,4,0,0,2,2,0,10,4
day1_consultation02,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,8,5,1,0,0,3,3,9,6
day1_consultation15,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,8,4,1,0,0,3,2,8,5
day1_consultation05,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,8,3,0,0,1,2,0,7,3
day2_consultation06,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,8,5,2,1,1,5,0,17,7
day2_consultation07,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,8,6,1,0,0,4,3,11,7
day2_consultation10,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,8,6,0,0,0,3,3,9,6
day3_consultation01,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,8,5,0,0,1,2,2,9,5
day2_consultation10,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,8,0,0,0,0,0,0,0,0
day2_consultation07,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,8,6,1,0,1,3,3,12,7
day1_consultation02,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,8,4,1,0,0,3,2,8,5
day1_consultation07,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,8,6,0,0,1,4,1,12,6
day2_consultation10,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,13,4,0,0,2,1,1,9,4
day1_consultation02,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,13,6,1,0,0,5,2,12,7
day1_consultation01,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,13,3,1,0,1,2,1,8,4
day3_consultation06,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,13,3,1,0,1,1,2,7,4
day1_consultation02,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,13,4,0,0,0,2,2,6,4
day3_consultation06,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,13,3,0,0,0,2,1,5,3
day1_consultation07,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,13,3,0,0,1,1,1,6,3
day1_consultation01,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,13,2,1,0,1,2,0,7,3
day2_consultation07,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,13,7,3,0,1,6,3,18,10
day3_consultation01,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,13,3,1,0,1,3,0,9,4
day2_consultation07,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,13,6,2,0,0,4,4,12,8
day1_consultation15,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,13,7,2,0,0,5,4,14,9
day1_consultation05,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,13,5,0,0,0,4,1,9,5
day1_consultation15,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,13,6,0,0,2,4,0,14,6
day3_consultation04,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,13,5,0,0,0,3,2,8,5
day2_consultation07,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,13,7,4,0,0,7,4,18,11
day1_consultation02,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,13,5,0,0,1,2,2,9,5
day1_consultation05,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,13,4,0,0,1,3,0,9,4
day1_consultation07,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,13,4,0,0,1,1,2,7,4
day1_consultation02,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,13,8,1,0,0,4,5,13,9
day3_consultation06,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,13,3,4,0,1,3,3,12,7
day1_consultation01,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,13,4,1,0,1,2,2,9,5
day3_consultation01,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,13,4,0,0,1,2,1,8,4
day1_consultation05,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,13,2,0,0,0,0,2,2,2
day3_consultation04,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,13,4,0,0,0,2,2,6,4
day2_consultation10,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,13,3,1,0,0,3,1,7,4
day3_consultation01,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,13,5,0,0,2,2,1,11,5
day1_consultation07,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,13,5,2,0,1,4,2,13,7
day1_consultation01,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,13,2,0,0,1,1,0,5,2
day2_consultation06,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,13,4,1,0,0,5,0,10,5
day2_consultation06,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,13,5,0,0,1,2,2,9,5
day2_consultation07,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,13,6,1,0,0,5,2,12,7
day1_consultation05,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,13,2,3,0,2,0,3,9,5
day3_consultation04,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,13,5,0,0,0,2,3,7,5
day3_consultation06,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,13,3,0,0,1,0,2,5,3
day1_consultation15,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,13,6,2,0,0,5,3,13,8
day2_consultation10,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,13,0,0,0,0,0,0,0,0
day2_consultation06,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,13,4,0,0,0,4,0,8,4
day1_consultation15,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,13,5,0,0,0,3,2,8,5
day2_consultation10,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,13,8,0,0,0,4,4,12,8
day1_consultation07,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,13,6,0,0,1,3,2,11,6
day3_consultation04,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,13,4,0,0,0,1,3,5,4
day3_consultation01,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,13,5,1,0,2,2,2,12,6
day2_consultation06,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,13,1,0,0,0,0,1,1,1
day1_consultation15,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,-2,11,1,0,2,7,3,23,12
day3_consultation04,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,-2,19,0,0,6,8,5,39,19
day2_consultation07,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,-2,8,2,0,2,5,3,19,10
day1_consultation05,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,-2,7,0,0,1,5,1,14,7
day1_consultation15,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,-2,8,1,0,0,6,3,15,9
day1_consultation05,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,-2,8,0,0,1,5,2,15,8
day1_consultation02,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,-2,10,4,0,1,9,4,25,14
day1_consultation02,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,-2,7,1,0,0,4,4,12,8
day1_consultation07,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,-2,4,3,0,1,3,3,12,7
day1_consultation01,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,-2,11,1,0,0,7,5,19,12
day3_consultation06,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,-2,4,2,0,3,2,1,14,6
day1_consultation01,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,-2,8,1,0,0,5,4,14,9
day2_consultation10,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,-2,14,1,0,3,6,6,27,15
day1_consultation02,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,-2,10,0,0,0,4,6,14,10
day1_consultation07,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,-2,7,2,0,3,4,2,19,9
day1_consultation02,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,-2,7,0,0,0,5,2,12,7
day3_consultation06,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,-2,6,4,0,2,6,2,20,10
day3_consultation06,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,-2,9,2,1,1,5,4,21,11
day3_consultation01,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,-2,4,1,0,0,3,2,8,5
day1_consultation01,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,-2,4,0,0,1,2,1,8,4
day2_consultation07,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,-2,7,6,0,4,6,3,27,13
day2_consultation07,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,-2,8,4,0,4,6,2,26,12
day3_consultation06,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,-2,4,1,1,1,1,2,11,5
day1_consultation15,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,-2,7,1,0,1,6,1,16,8
day3_consultation04,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,-2,0,0,0,0,0,0,0,0
day1_consultation05,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,-2,12,4,0,5,9,2,35,16
day2_consultation07,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,-2,6,2,0,2,6,0,18,8
day1_consultation15,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,-2,10,4,0,2,11,1,29,14
day2_consultation06,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,-2,7,3,1,2,5,2,22,10
day2_consultation10,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,-2,13,2,0,3,6,6,27,15
day2_consultation10,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,-2,0,0,0,0,0,0,0,0
day2_consultation06,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,-2,7,1,1,0,5,2,16,8
day1_consultation07,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,-2,5,1,0,2,3,1,13,6
day3_consultation01,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,-2,6,0,0,3,2,1,14,6
day3_consultation04,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,-2,9,2,0,0,7,4,18,11
day3_consultation04,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,-2,10,0,0,0,8,2,18,10
day3_consultation01,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,-2,6,1,0,4,3,0,18,7
day1_consultation05,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,-2,9,2,0,2,7,2,22,11
day1_consultation01,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,-2,7,2,0,2,4,3,17,9
day1_consultation07,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,-2,9,8,0,4,7,6,32,17
day2_consultation10,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_corridor,-2,11,0,0,0,6,5,17,11
day3_consultation01,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_reception,-2,8,0,0,5,2,1,20,8
day2_consultation06,openai_gpt-5.2,omniasr-llm-7b-v2,outdoor_traffic,-2,2,1,0,0,2,1,5,3
day2_consultation06,openai_gpt-5.2,omniasr-llm-7b-v2,hospital_maternity_ward,-2,7,2,1,0,5,3,17,9
day1_consultation07,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,8,3,0,0,1,1,1,6,3
day1_consultation02,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,8,6,0,0,0,4,2,10,6
day2_consultation10,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,8,2,1,0,2,0,1,7,3
day1_consultation01,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,8,2,0,0,1,1,0,5,2
day1_consultation15,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,8,3,1,0,0,4,0,8,4
day1_consultation05,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,8,2,0,0,1,1,0,5,2
day1_consultation15,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,8,4,1,0,0,4,1,9,5
day3_consultation01,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,8,3,0,1,0,2,0,8,3
day1_consultation07,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,8,2,0,0,1,0,1,4,2
day2_consultation07,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,8,5,1,0,0,2,4,8,6
day1_consultation07,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,8,2,0,0,1,0,1,4,2
day1_consultation01,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,8,3,1,0,0,1,3,5,4
day3_consultation06,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,8,4,2,0,1,3,2,11,6
day3_consultation04,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,8,3,0,0,0,2,1,5,3
day1_consultation07,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,8,3,2,0,1,3,1,10,5
day2_consultation10,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,8,2,2,0,0,3,1,7,4
day2_consultation07,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,8,7,0,0,2,4,1,15,7
day2_consultation10,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,8,3,3,0,0,3,3,9,6
day3_consultation04,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,8,1,1,0,0,2,0,4,2
day2_consultation06,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,8,4,0,0,0,3,1,7,4
day3_consultation04,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,8,5,1,0,0,2,4,8,6
day3_consultation01,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,8,2,0,0,0,2,0,4,2
day3_consultation01,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,8,2,1,0,1,1,1,6,3
day1_consultation15,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,8,2,2,0,0,4,0,8,4
day1_consultation02,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,8,6,0,0,0,4,2,10,6
day3_consultation01,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,8,3,2,0,1,3,1,10,5
day2_consultation07,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,8,7,0,0,2,4,1,15,7
day2_consultation07,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,8,7,0,0,0,3,4,10,7
day2_consultation06,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,8,1,0,0,0,0,1,1,1
day1_consultation05,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,8,3,1,0,0,4,0,8,4
day1_consultation15,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,8,1,0,0,0,0,1,1,1
day3_consultation06,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,8,1,0,0,0,1,0,2,1
day1_consultation02,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,8,4,0,0,0,3,1,7,4
day1_consultation05,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,8,1,0,0,0,1,0,2,1
day3_consultation04,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,8,5,0,0,0,3,2,8,5
day1_consultation02,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,8,3,1,0,0,3,1,7,4
day1_consultation05,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,8,5,0,0,2,2,1,11,5
day3_consultation06,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,8,2,0,0,0,1,1,3,2
day2_consultation06,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,8,5,1,0,0,5,1,11,6
day1_consultation01,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,8,3,2,0,0,2,3,7,5
day1_consultation01,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,8,2,0,0,1,0,1,4,2
day2_consultation10,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,8,4,1,0,0,3,2,8,5
day2_consultation06,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,8,4,0,0,0,3,1,7,4
day3_consultation06,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,8,2,1,0,0,1,2,4,3
day3_consultation01,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,13,1,1,0,1,1,0,5,2
day1_consultation02,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,13,5,0,0,0,3,2,8,5
day3_consultation04,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,13,6,0,0,0,2,4,8,6
day3_consultation01,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,13,3,0,0,1,1,1,6,3
day2_consultation06,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,13,1,0,0,0,0,1,1,1
day1_consultation05,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,13,2,0,0,0,2,0,4,2
day1_consultation05,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,13,2,0,0,1,0,1,4,2
day1_consultation01,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,13,2,1,0,1,1,1,6,3
day2_consultation07,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,13,7,0,0,0,5,2,12,7
day1_consultation05,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,13,1,0,0,0,1,0,2,1
day2_consultation07,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,13,7,5,0,2,8,2,24,12
day3_consultation06,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,13,3,1,0,1,2,1,8,4
day1_consultation15,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,13,3,2,0,0,4,1,9,5
day2_consultation06,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,13,1,1,0,1,1,0,5,2
day3_consultation01,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,13,2,0,0,1,1,0,5,2
day3_consultation01,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,13,2,0,0,0,2,0,4,2
day1_consultation07,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,13,2,2,0,0,2,2,6,4
day3_consultation04,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,13,3,0,0,0,2,1,5,3
day1_consultation05,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,13,2,0,0,1,0,1,4,2
day2_consultation06,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,13,1,0,0,0,1,0,2,1
day2_consultation10,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,13,2,2,0,2,2,0,10,4
day1_consultation02,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,13,6,0,0,2,4,0,14,6
day2_consultation07,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,13,7,0,0,1,5,1,14,7
day3_consultation06,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,13,2,0,0,0,1,1,3,2
day2_consultation10,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,13,0,0,0,0,0,0,0,0
day1_consultation15,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,13,3,1,0,1,3,0,9,4
day1_consultation15,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,13,0,6,0,3,3,0,15,6
day1_consultation15,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,13,3,3,0,0,5,1,11,6
day2_consultation07,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,13,5,4,0,3,4,2,19,9
day2_consultation10,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,13,3,3,0,2,2,2,12,6
day1_consultation02,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,13,6,2,0,0,7,1,15,8
day1_consultation07,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,13,3,0,0,1,1,1,6,3
day1_consultation01,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,13,2,0,0,1,0,1,4,2
day1_consultation07,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,13,4,0,0,1,2,1,8,4
day3_consultation04,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,13,3,0,0,0,3,0,6,3
day1_consultation07,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,13,2,0,0,1,0,1,4,2
day3_consultation06,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,13,2,3,0,0,1,4,6,5
day2_consultation06,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,13,4,0,0,0,4,0,8,4
day1_consultation01,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,13,3,0,0,0,1,2,4,3
day3_consultation04,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,13,3,0,0,0,2,1,5,3
day2_consultation10,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,13,2,0,0,0,1,1,3,2
day1_consultation02,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,13,4,0,0,0,3,1,7,4
day3_consultation06,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,13,2,0,0,0,1,1,3,2
day1_consultation01,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,13,3,0,0,0,1,2,4,3
day3_consultation06,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,-2,5,2,0,1,4,2,13,7
day1_consultation15,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,-2,9,2,0,1,7,3,20,11
day1_consultation05,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,-2,2,0,0,1,1,0,5,2
day2_consultation07,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,-2,5,2,0,0,5,2,12,7
day3_consultation01,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,-2,3,0,0,1,2,0,7,3
day3_consultation01,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,-2,6,1,0,2,5,0,16,7
day2_consultation06,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,-2,5,0,0,0,5,0,10,5
